Depth,qc,fs,Inclination,dummy,fs/qc
4.87,19.965,0.187,0.94,1.6,0.009366391184573
4.88,20.096,0.187,0.94,1.6,0.00930533439490446
4.89,20.128,0.188,0.94,1.6,0.00934022257551669
4.9,20.149,0.189,0.94,1.6,0.00938011812000595
4.91,20.142,0.189,0.94,1.6,0.00938337801608579
4.92,20.089,0.19,0.94,1.6,0.00945791229030813
4.93,20.046,0.19,0.94,1.6,0.00947820013967874
4.94,20.037,0.189,0.94,1.6,0.00943254978290163
4.95,20.04,0.188,0.94,1.6,0.0093812375249501
4.96,20.043,0.187,0.93,1.6,0.00932994062765055
4.97,20.067,0.185,0.93,1.6,0.00921911596152888
4.98,20.075,0.183,0.91,1.6,0.00911581569115816
4.99,20.071,0.18,0.9,1.6,0.00896816302127447
5,20.032,0.177,0.89,1.6,0.00883586261980831
5.01,20.011,0.173,0.87,1.6,0.00864524511518665
5.02,19.947,0.169,0.85,1.6,0.00847245199779416
5.03,19.943,0.166,0.83,1.6,0.0083237226094369
5.04,19.922,0.164,0.82,1.6,0.00823210521032025
5.05,19.89,0.162,0.81,1.6,0.0081447963800905
5.06,19.83,0.16,0.81,1.6,0.00806858295511851
5.07,19.83,0.16,0.81,1.6,0.00806858295511851
5.08,19.83,0.161,0.82,1.6,0.008119011598588
5.09,19.837,0.162,0.83,1.6,0.00816655744316177
5.1,19.808,0.163,0.84,1.6,0.00822899838449112
5.11,19.762,0.164,0.85,1.6,0.00829875518672199
5.12,19.666,0.165,0.86,1.6,0.0083901149191498
5.13,19.102,0.166,0.87,2.6,0.00869018950895194
5.14,18.861,0.167,0.88,2.6,0.00885424950957001
5.15,18.619,0.168,0.9,2.4,0.00902304097964445
5.16,18.591,0.17,0.91,2.6,0.00914420956376742
5.17,18.541,0.17,0.92,2.6,0.00916886899304245
5.18,18.488,0.171,0.93,2.6,0.00924924275205539
5.19,18.456,0.172,0.93,2.6,0.00931946250541829
5.2,18.442,0.172,0.94,2.6,0.00932653725192495
5.21,18.353,0.173,0.94,2.6,0.00942625183893641
5.22,18.335,0.172,0.95,2.6,0.00938096536678484
5.23,18.25,0.172,0.95,2.4,0.00942465753424658
5.24,18.207,0.172,0.95,2.6,0.00944691602131048
5.25,18.14,0.172,0.95,2.6,0.00948180815876516
5.26,18.09,0.171,0.95,2.6,0.00945273631840796
5.27,18.037,0.17,0.95,2.6,0.00942507068803016
5.28,17.969,0.17,0.96,2.6,0.00946073793755913
5.29,17.916,0.17,0.96,2.6,0.00948872516186649
5.3,17.721,0.169,0.97,2.6,0.00953670786073021
5.31,17.632,0.169,0.97,2.6,0.00958484573502722
5.32,17.37,0.168,0.98,2.6,0.00967184801381693
5.33,17.252,0.168,0.98,2.6,0.00973800139114306
5.34,17.022,0.166,0.98,2.6,0.00975208553636471
5.35,16.912,0.165,0.98,2.6,0.00975638599810785
5.36,16.723,0.164,0.98,2.6,0.00980685283740956
5.37,16.624,0.162,0.98,2.6,0.00974494706448508
5.38,16.493,0.161,0.97,2.6,0.00976171709209968
5.39,16.468,0.159,0.96,2.6,0.00965508865678892
5.4,16.461,0.158,0.96,2.6,0.00959844480894235
5.41,16.457,0.157,0.96,2.6,0.0095400133681716
5.42,16.454,0.156,0.95,2.6,0.00948097726996475
5.43,16.436,0.155,0.95,2.6,0.00943051837430032
5.44,16.4,0.154,0.95,2.6,0.00939024390243903
5.45,16.326,0.153,0.95,2.6,0.0093715545755237
5.46,16.251,0.152,0.95,2.6,0.00935327056796505
5.47,16.092,0.151,0.94,2.6,0.00938354461844395
5.48,16.021,0.149,0.94,2.6,0.00930029336495849
5.49,15.843,0.147,0.94,2.6,0.00927854572997538
5.5,15.776,0.146,0.93,2.6,0.00925456389452333
5.51,15.612,0.144,0.93,2.6,0.00922367409684858
5.52,15.541,0.142,0.93,2.6,0.0091371211633743
5.53,15.396,0.141,0.93,2.6,0.00915822291504287
5.54,15.304,0.141,0.93,2.6,0.00921327757449033
5.55,15.087,0.14,0.94,2.6,0.00927951216278916
5.56,14.995,0.139,0.94,2.6,0.00926975658552851
5.57,14.817,0.139,0.95,2.6,0.00938111628534791
5.58,14.626,0.138,0.95,2.6,0.00943525229044168
5.59,14.558,0.138,0.96,2.6,0.00947932408297843
5.6,14.402,0.137,0.96,2.6,0.0095125676989307
5.61,14.334,0.137,0.97,2.6,0.00955769499093066
5.62,14.157,0.136,0.97,2.6,0.00960655506110052
5.63,14.061,0.135,0.97,2.6,0.00960102410923832
5.64,13.837,0.134,0.98,2.6,0.0096841800968418
5.65,13.731,0.133,0.98,2.6,0.00968611171801034
5.66,13.507,0.132,0.98,2.6,0.00977271044643518
5.67,13.436,0.131,0.97,2.6,0.00974992557308723
5.68,13.323,0.129,0.97,2.6,0.00968250394055393
5.69,13.202,0.127,0.96,2.6,0.00961975458263899
5.7,13.202,0.125,0.95,2.6,0.0094682623844872
5.71,13.188,0.123,0.94,2.6,0.00932666060054595
5.72,13.156,0.122,0.94,2.6,0.00927333536029188
5.73,13.035,0.12,0.93,2.6,0.00920598388952819
5.74,12.954,0.118,0.92,2.6,0.00910915547321291
5.75,12.776,0.116,0.92,2.6,0.00907952410770194
5.76,12.694,0.115,0.92,2.6,0.00905939814085395
5.77,12.517,0.114,0.92,2.6,0.0091076136454422
5.78,12.425,0.113,0.92,2.6,0.00909456740442656
5.79,12.254,0.113,0.92,2.6,0.00922147870083238
5.8,12.204,0.112,0.93,2.6,0.00917731891183219
5.81,12.091,0.112,0.93,2.6,0.00926308824745679
5.82,12.048,0.112,0.94,2.6,0.00929614873837981
5.83,11.952,0.112,0.95,2.6,0.00937081659973226
5.84,11.814,0.112,0.95,2.6,0.00948027763670222
5.85,11.757,0.112,0.96,2.6,0.00952623968699498
5.86,11.612,0.112,0.97,2.6,0.00964519462624871
5.87,11.551,0.112,0.98,2.6,0.00969613020517704
5.88,11.42,0.112,0.99,2.6,0.00980735551663748
5.89,11.353,0.112,1,2.6,0.00986523385889192
5.9,11.218,0.113,1.02,2.6,0.0100730968087003
5.91,11.147,0.114,1.03,2.6,0.0102269668969229
5.92,11.001,0.115,1.05,2.6,0.0104535951277157
5.93,10.87,0.116,1.07,2.6,0.0106715731370745
5.94,10.806,0.118,1.11,2.6,0.0109198593374051
5.95,10.678,0.119,1.13,2.6,0.011144409065368
5.96,10.625,0.12,1.15,2.6,0.0112941176470588
5.97,10.508,0.12,1.16,2.6,0.0114198705748002
5.98,10.426,0.12,1.18,2.6,0.0115096873201611
5.99,10.238,0.118,1.19,2.6,0.0115256886110568
6,10.128,0.114,1.17,2.6,0.0112559241706161
6.01,9.851,0.111,1.16,2.6,0.0112678915846107
6.02,9.681,0.107,1.16,2.6,0.0110525772130978
6.03,9.347,0.104,1.17,2.6,0.0111265646731572
6.04,9.194,0.1,1.18,2.6,0.0108766586904503
6.05,8.864,0.096,1.19,2.6,0.0108303249097473
6.06,8.47,0.094,1.24,2.6,0.0110979929161747
6.07,8.253,0.092,1.29,2.6,0.0111474615291409
6.08,7.625,0.09,1.35,2.6,0.0118032786885246
6.09,6.308,0.088,1.4,2.6,0.0139505389980977
6.1,5.751,0.085,1.46,2.6,0.0147800382542167
6.11,5.641,0.082,1.52,2.6,0.0145364297110441
6.12,4.519,0.08,1.59,3.2,0.0177030316441691
6.13,4.59,0.077,1.67,3.2,0.0167755991285403
6.14,4.48,0.073,1.7,3.2,0.0162946428571429
6.15,4.331,0.071,1.73,3.2,0.0163934426229508
6.16,4.178,0.068,1.78,3.2,0.0162757300143609
6.17,3.887,0.065,1.79,3.2,0.0167224080267559
6.18,3.607,0.062,1.81,3.2,0.0171887995564181
6.19,3.472,0.06,1.84,3.2,0.0172811059907834
6.2,3.184,0.057,1.88,3.2,0.0179020100502513
6.21,3.056,0.054,1.93,3.2,0.0176701570680628
6.22,2.787,0.051,1.96,3.2,0.0182992465016146
6.23,2.567,0.049,2,3.2,0.0190884300740164
6.24,2.339,0.047,2.07,3.2,0.0200940572894399
6.25,2.247,0.044,2.12,3.2,0.0195816644414775
6.26,2.023,0.042,2.2,3.2,0.0207612456747405
6.27,1.818,0.04,2.29,3.2,0.022002200220022
6.28,1.676,0.038,2.4,3.2,0.022673031026253
6.29,1.605,0.037,2.54,3.2,0.0230529595015576
6.3,1.416,0.035,2.68,3.2,0.0247175141242938
6.31,1.328,0.034,2.87,3.2,0.0256024096385542
6.32,1.154,0.033,3.09,3.2,0.0285961871750433
6.33,1.015,0.032,3.34,3.2,0.0315270935960591
6.34,0.934,0.03,3.58,3.2,0.0321199143468951
6.35,0.799,0.029,3.75,3.2,0.0362953692115144
6.36,0.678,0.027,3.98,3.2,0.0398230088495575
6.37,0.611,0.026,4.19,3.2,0.0425531914893617
6.38,0.479,0.025,4.44,3.2,0.0521920668058455
6.39,0.412,0.023,4.75,3.2,0.0558252427184466
6.4,0.47,0.023,5.1,3.2,0.048936170212766
6.41,0.529,0.022,5.47,3.2,0.0415879017013232
6.42,0.44,0.022,5.83,3.2,0.05
6.43,0.408,0.022,6.04,3.2,0.053921568627451
6.44,0.341,0.021,6.17,3.2,0.06158357771261
6.45,0.266,0.021,6.38,3.2,0.0789473684210526
6.46,0.245,0.021,6.69,3.2,0.0857142857142857
6.47,0.256,0.021,6.91,3.2,0.08203125
6.48,0.266,0.021,7.05,3.2,0.0789473684210526
6.49,0.288,0.021,7.14,3.2,0.0729166666666667
6.5,0.305,0.022,7.09,3.2,0.0721311475409836
6.51,0.337,0.022,7.01,3.2,0.0652818991097923
6.52,0.344,0.023,6.97,3.2,0.0668604651162791
6.53,0.334,0.024,7,3.2,0.0718562874251497
6.54,0.334,0.025,7.18,3.2,0.0748502994011976
6.55,0.334,0.026,7.29,3.2,0.0778443113772455
6.56,0.334,0.027,7.4,3.2,0.0808383233532934
6.57,0.344,0.029,7.44,3.2,0.0843023255813954
6.58,0.366,0.03,7.39,3.2,0.0819672131147541
6.59,0.376,0.031,7.19,3.2,0.0824468085106383
6.6,0.408,0.032,6.38,3.2,0.0784313725490196
6.61,0.422,0.032,5.94,3.2,0.0758293838862559
6.62,0.465,0.032,5.46,3.2,0.0688172043010753
6.63,0.547,0.032,4.91,3.2,0.0585009140767825
6.64,0.593,0.031,4.48,3.4,0.0522765598650927
6.65,0.628,0.03,4.15,3.2,0.0477707006369427
6.66,0.994,0.03,3.89,4.7,0.0301810865191147
6.67,0.792,0.029,3.65,5,0.0366161616161616
6.68,0.902,0.028,3.46,3.9,0.0310421286031042
6.69,1.012,0.027,3.29,3.9,0.0266798418972332
6.7,0.859,0.026,3.13,3.9,0.030267753201397
6.71,0.793,0.024,3.09,3.9,0.0302648171500631
6.72,0.773,0.023,3,3.9,0.0297542043984476
6.73,0.753,0.022,2.95,3.9,0.0292164674634794
6.74,0.742,0.021,2.94,3.9,0.0283018867924528
6.75,0.724,0.019,2.88,3.9,0.0262430939226519
6.76,0.678,0.018,2.81,3.9,0.0265486725663717
6.77,0.657,0.017,2.77,3.9,0.0258751902587519
6.78,0.614,0.017,2.78,3.9,0.0276872964169381
6.79,0.586,0.016,2.82,3.9,0.0273037542662116
6.8,0.582,0.016,2.91,3.9,0.0274914089347079
6.81,0.543,0.016,2.98,3.9,0.0294659300184162
6.82,0.511,0.016,3.15,3.9,0.0313111545988258
6.83,0.454,0.017,3.31,3.9,0.0374449339207048
6.84,0.453,0.017,3.45,3.9,0.0375275938189846
6.85,0.453,0.018,3.55,3.9,0.0397350993377483
6.86,0.454,0.018,3.59,3.9,0.039647577092511
6.87,0.483,0.019,3.59,3.9,0.0393374741200828
6.88,0.479,0.019,3.49,3.9,0.0396659707724426
6.89,0.511,0.02,3.39,3.9,0.0391389432485323
6.9,0.575,0.019,3.24,3.9,0.0330434782608696
6.91,0.607,0.019,3.18,3.9,0.0313014827018122
6.92,0.635,0.02,3.2,3.9,0.031496062992126
6.93,0.696,0.02,3.3,3.9,0.028735632183908
6.94,0.753,0.021,3.41,3.9,0.0278884462151394
6.95,0.699,0.022,3.55,3.9,0.0314735336194564
6.96,0.717,0.023,3.7,3.9,0.0320781032078103
6.97,0.57,0.024,3.91,3.9,0.0421052631578947
6.98,0.517,0.026,4.23,3.9,0.0502901353965184
6.99,0.505,0.027,4.21,3.9,0.0534653465346535
7,0.531,0.027,4.02,3.9,0.0508474576271186
7.01,0.557,0.026,3.79,3.9,0.0466786355475763
7.02,0.596,0.026,3.42,3.9,0.0436241610738255
7.03,0.689,0.026,3.17,3.9,0.0377358490566038
7.04,0.738,0.024,2.57,3.9,0.032520325203252
7.05,0.856,0.023,2.18,3.9,0.0268691588785047
7.06,0.998,0.023,1.89,3.9,0.0230460921843687
7.07,1.072,0.023,1.68,3.9,0.021455223880597
7.08,1.257,0.024,1.51,3.9,0.0190930787589499
7.09,1.36,0.025,1.37,3.9,0.0183823529411765
7.1,1.629,0.027,1.3,3.9,0.0165745856353591
7.11,1.903,0.028,1.22,3.9,0.0147136100893326
7.12,2.279,0.03,1.16,3.9,0.0131636682755595
7.13,2.464,0.033,1.1,3.9,0.0133928571428571
7.14,2.836,0.035,1.05,3.9,0.0123413258110014
7.15,3.273,0.038,1.02,3.9,0.0116101435991445
7.16,3.5,0.039,0.97,4,0.0111428571428571
7.17,3.994,0.041,0.92,4,0.0102653980971457
7.18,4.455,0.042,0.87,4,0.00942760942760943
7.19,4.888,0.043,0.84,3.9,0.00879705400981997
7.2,5.435,0.044,0.81,3.9,0.00809567617295308
7.21,5.698,0.044,0.77,4,0.00772200772200772
7.22,6.006,0.045,0.74,3.9,0.00749250749250749
7.23,6.266,0.046,0.72,4,0.00734120651133099
7.24,6.51,0.047,0.71,4,0.00721966205837174
7.25,6.713,0.048,0.71,4,0.0071503053776255
7.26,6.908,0.05,0.71,4,0.00723798494499131
7.27,7.048,0.051,0.72,4,0.0072360953461975
7.28,7.189,0.053,0.73,4,0.00737237446098206
7.29,7.355,0.055,0.74,4,0.00747790618626784
7.3,7.522,0.056,0.75,4,0.0074448285030577
7.31,7.433,0.058,0.76,4,0.00780304049508947
7.32,7.636,0.059,0.77,4.2,0.00772655840754322
7.33,7.838,0.06,0.77,4.2,0.0076550140341924
7.34,7.838,0.062,0.77,4.2,0.00791018116866548
7.35,7.838,0.063,0.77,5.2,0.00803776473590202
7.36,7.838,0.064,0.77,5.2,0.00816534830313856
7.37,7.838,0.065,0.78,5.2,0.0082929318703751
7.38,8.708,0.066,0.78,5.2,0.00757923748277446
7.39,8.708,0.066,0.77,5.2,0.00757923748277446
7.4,8.708,0.067,0.77,5.2,0.00769407441433165
7.41,8.861,0.067,0.76,4.7,0.00756122333822368
7.42,8.988,0.067,0.76,4.7,0.00745438362260792
7.43,9.013,0.067,0.75,4.5,0.00743370686785754
7.44,8.978,0.067,0.75,4.5,0.00746268656716418
7.45,8.892,0.067,0.75,4.5,0.00753486279802069
7.46,8.846,0.067,0.75,4.5,0.00757404476599593
7.47,8.825,0.066,0.75,4.7,0.00747875354107649
7.48,8.829,0.066,0.75,4.5,0.00747536527353041
7.49,8.811,0.066,0.75,4.7,0.00749063670411985
7.5,8.811,0.066,0.75,4.5,0.00749063670411985
7.51,8.804,0.067,0.76,4.5,0.00761017719218537
7.52,8.811,0.067,0.77,4.7,0.00760413119963682
7.53,8.797,0.068,0.77,4.5,0.00772990792315562
7.54,8.765,0.068,0.78,4.7,0.00775812892184826
7.55,8.715,0.069,0.79,4.7,0.00791738382099828
7.56,8.687,0.07,0.81,4.5,0.008058017727639
7.57,8.655,0.07,0.81,4.7,0.00808781051415367
7.58,8.655,0.07,0.81,4.7,0.00808781051415367
7.59,8.637,0.07,0.81,4.7,0.00810466597198101
7.6,8.648,0.069,0.81,4.7,0.00797872340425532
7.61,8.605,0.069,0.81,4.7,0.00801859384079024
7.62,8.584,0.068,0.8,4.7,0.00792171481826654
7.63,8.541,0.067,0.79,4.7,0.00784451469382976
7.64,8.52,0.067,0.79,4.7,0.00786384976525822
7.65,8.484,0.067,0.79,4.7,0.0078972182932579
7.66,8.456,0.066,0.78,4.7,0.00780510879848628
7.67,8.458,0.066,0.78,4.7,0.00780326318278553
7.68,8.459,0.066,0.78,4.7,0.00780234070221066
7.69,8.481,0.066,0.78,4.7,0.00778210116731518
7.7,8.488,0.066,0.78,4.7,0.00777568331762488
7.71,8.47,0.066,0.78,4.7,0.00779220779220779
7.72,8.474,0.066,0.79,4.7,0.00778852962001416
7.73,8.427,0.066,0.79,4.7,0.00783196867212531
7.74,8.406,0.067,0.8,4.7,0.00797049726385915
7.75,8.381,0.067,0.8,4.7,0.00799427275981386
7.76,8.342,0.067,0.8,4.7,0.00803164708702949
7.77,8.314,0.066,0.8,4.7,0.00793841712773635
7.78,8.257,0.065,0.8,4.7,0.00787210851398813
7.79,8.204,0.065,0.8,4.7,0.00792296440760605
7.8,8.143,0.064,0.8,4.7,0.00785951123664497
7.81,8.094,0.062,0.79,4.7,0.00765999505806771
7.82,7.959,0.062,0.79,4.7,0.00778992335720568
7.83,7.888,0.061,0.8,4.7,0.00773326572008114
7.84,7.7,0.06,0.8,4.7,0.00779220779220779
7.85,7.597,0.059,0.8,4.7,0.00776622350927998
7.86,7.391,0.059,0.81,4.7,0.00798268163983223
7.87,7.203,0.058,0.82,4.7,0.00805220047202554
7.88,7.093,0.057,0.83,4.7,0.00803609192161286
7.89,6.897,0.056,0.83,4.7,0.00811947223430477
7.9,6.791,0.056,0.84,4.7,0.00824620821675747
7.91,6.581,0.055,0.85,4.7,0.00835739249354201
7.92,6.468,0.054,0.86,4.7,0.00834879406307978
7.93,6.255,0.054,0.87,4.7,0.00863309352517986
7.94,6.163,0.053,0.87,4.7,0.00859970793444751
7.95,5.978,0.052,0.88,4.7,0.00869856139176982
7.96,5.921,0.052,0.89,4.7,0.00878230028711366
7.97,5.772,0.053,0.91,4.7,0.00918225918225918
7.98,5.669,0.054,0.94,4.7,0.00952548950432175
7.99,5.623,0.055,0.97,4.7,0.00978125555753157
8,5.563,0.057,1.01,4.7,0.0102462699982024
8.01,5.563,0.06,1.06,4.7,0.0107855473665289
8.02,5.573,0.064,1.12,4.7,0.011483940427059
8.03,5.605,0.066,1.15,4.7,0.0117752007136485
8.04,5.673,0.067,1.14,4.7,0.0118103296315882
8.05,5.708,0.067,1.12,4.7,0.0117379117028732
8.06,5.808,0.066,1.08,4.7,0.0113636363636364
8.07,5.875,0.066,1.06,4.7,0.0112340425531915
8.08,6.134,0.061,0.97,4.7,0.00994457124225628
8.09,6.308,0.059,0.93,4.7,0.00935320228281547
8.1,6.645,0.059,0.9,4.7,0.00887885628291949
8.11,6.766,0.058,0.89,4.7,0.00857227313035767
8.12,6.826,0.059,0.9,4.7,0.00864342220920012
8.13,6.983,0.06,0.91,4.7,0.00859229557496778
8.14,6.784,0.061,0.94,4.7,0.00899174528301887
8.15,6.589,0.063,0.97,4.7,0.00956139019578085
8.16,6.507,0.065,1.02,4.7,0.00998924235438758
8.17,6.454,0.067,1.07,4.8,0.0103811589711807
8.18,6.315,0.069,1.13,4.7,0.0109263657957245
8.19,6.216,0.071,1.19,4.7,0.0114221364221364
8.2,5.957,0.073,1.26,4.7,0.0122544905153601
8.21,5.829,0.076,1.33,4.7,0.0130382569909075
8.22,5.648,0.079,1.42,4.7,0.0139872521246459
8.23,5.548,0.083,1.52,4.7,0.0149603460706561
8.24,5.332,0.088,1.65,4.7,0.0165041260315079
8.25,5.279,0.093,1.79,4.8,0.0176169729115363
8.26,5.119,0.099,1.94,4.7,0.0193397147880445
8.27,5.066,0.105,2.1,4.7,0.0207264113699171
8.28,5.048,0.11,2.25,4.7,0.0217908082408875
8.29,5.051,0.114,2.38,4.7,0.0225697881607602
8.3,4.835,0.116,2.47,4.7,0.0239917269906929
8.31,4.668,0.117,2.52,4.7,0.0250642673521851
8.32,4.586,0.116,2.52,4.7,0.0252943741822939
8.33,4.409,0.114,2.46,4.7,0.025856203220685
8.34,4.31,0.111,2.37,4.7,0.025754060324826
8.35,4.349,0.107,2.24,4.7,0.0246033570935847
8.36,4.388,0.104,2.12,4.7,0.0237010027347311
8.37,4.494,0.1,1.98,4.7,0.0222518914107699
8.38,4.696,0.097,1.86,4.7,0.0206558773424191
8.39,5.197,0.094,1.74,4.7,0.0180873580912065
8.4,5.485,0.092,1.64,4.7,0.0167730173199635
8.41,5.932,0.089,1.55,4.7,0.0150033715441672
8.42,6.131,0.087,1.47,4.7,0.0141901810471375
8.43,6.209,0.085,1.41,4.7,0.0136898051215977
8.44,6.351,0.082,1.36,4.7,0.0129113525429066
8.45,6.347,0.08,1.32,4.7,0.0126043800220577
8.46,6.312,0.079,1.31,4.7,0.0125158428390368
8.47,6.226,0.078,1.3,4.7,0.0125281079344684
8.48,6.028,0.077,1.3,4.7,0.0127737226277372
8.49,5.939,0.075,1.3,4.7,0.0126283886176124
8.5,5.754,0.075,1.31,4.7,0.0130344108446298
8.51,5.648,0.073,1.3,4.7,0.0129249291784703
8.52,5.463,0.071,1.29,4.7,0.0129965220574776
8.53,5.375,0.07,1.27,4.7,0.0130232558139535
8.54,5.257,0.068,1.24,4.7,0.0129351341069051
8.55,5.282,0.066,1.22,4.7,0.0124952669443393
8.56,5.307,0.065,1.19,4.7,0.012247974373469
8.57,5.36,0.064,1.18,4.7,0.0119402985074627
8.58,5.421,0.064,1.17,4.7,0.0118059398634938
8.59,5.612,0.065,1.17,4.7,0.0115823235923022
8.6,5.715,0.066,1.18,4.7,0.0115485564304462
8.61,5.63,0.066,1.18,4.7,0.0117229129662522
8.62,5.584,0.067,1.19,4.7,0.0119985673352436
8.63,5.603,0.068,1.19,4.7,0.0121363555238265
8.64,5.623,0.068,1.19,4.7,0.0120931886893118
8.65,5.694,0.069,1.18,4.7,0.012118018967334
8.66,5.815,0.068,1.17,4.8,0.0116938950988822
8.67,5.857,0.068,1.15,4.7,0.0116100392692505
8.68,5.893,0.068,1.15,4.7,0.011539114203292
8.69,5.999,0.068,1.14,4.7,0.0113352225370895
8.7,6.017,0.068,1.14,4.7,0.0113013129466512
8.71,6.049,0.068,1.14,4.7,0.0112415275252108
8.72,6.067,0.068,1.15,4.8,0.0112081753749794
8.73,6.088,0.067,1.16,4.7,0.0110052562417871
8.74,5.985,0.066,1.16,4.7,0.0110275689223058
8.75,5.911,0.064,1.16,4.8,0.0108272711893081
8.76,5.708,0.063,1.16,4.7,0.0110371408549404
8.77,5.57,0.061,1.16,4.7,0.010951526032316
8.78,5.286,0.059,1.16,4.7,0.0111615588346576
8.79,5.122,0.056,1.15,4.8,0.0109332292073409
8.8,4.803,0.054,1.16,4.8,0.0112429731417864
8.81,4.512,0.053,1.17,4.8,0.0117464539007092
8.82,4.391,0.053,1.2,4.7,0.0120701434752904
8.83,4.235,0.053,1.24,4.8,0.0125147579693034
8.84,4.157,0.054,1.3,4.8,0.012990137118114
8.85,3.951,0.056,1.37,4.8,0.0141736269298912
8.86,3.93,0.058,1.46,4.8,0.0147582697201018
8.87,3.876,0.062,1.54,4.8,0.0159958720330237
8.88,3.862,0.066,1.61,4.8,0.0170895908855515
8.89,3.864,0.07,1.67,4.8,0.0181159420289855
8.9,3.866,0.074,1.7,4.8,0.0191412312467667
8.91,3.933,0.078,1.71,4.8,0.0198321891685736
8.92,4.061,0.081,1.69,4.8,0.0199458261511943
8.93,4.476,0.084,1.65,4.8,0.0187667560321716
8.94,5.034,0.086,1.59,4.8,0.0170838299562972
8.95,5.197,0.088,1.53,4.8,0.0169328458726188
8.96,5.683,0.089,1.45,4.8,0.0156607425655464
8.97,6.049,0.091,1.37,4.8,0.0150438088940321
8.98,6.645,0.092,1.31,4.8,0.0138449962377728
8.99,6.922,0.092,1.25,4.8,0.013290956370991
9,7.504,0.093,1.19,4.8,0.0123933901918977
9.01,7.792,0.093,1.14,4.8,0.011935318275154
9.02,8.342,0.092,1.09,4.8,0.0110285303284584
9.03,8.8,0.092,1.05,4.8,0.0104545454545455
9.04,8.995,0.09,1,4.8,0.0100055586436909
9.05,9.304,0.088,0.95,4.8,0.00945829750644884
9.06,9.418,0.085,0.91,4.8,0.00902527075812275
9.07,9.634,0.082,0.87,4.8,0.00851152169400042
9.08,9.673,0.08,0.84,4.8,0.00827044350253282
9.09,9.727,0.076,0.79,4.8,0.00781330317672458
9.1,9.698,0.073,0.77,4.8,0.00752732522169519
9.11,9.624,0.071,0.74,4.8,0.00737738985868662
9.12,9.57,0.069,0.72,4.8,0.00721003134796238
9.13,9.556,0.067,0.7,4.8,0.00701130179991628
9.14,9.567,0.065,0.68,4.8,0.00679418835580642
9.15,9.54,0.064,0.67,5.2,0.00670859538784067
9.16,9.531,0.064,0.66,5.2,0.0067149302276781
9.17,9.598,0.063,0.66,5.2,0.00656386747239008
9.18,9.666,0.064,0.66,5.2,0.00662114628595075
9.19,9.748,0.064,0.66,5.2,0.00656544932293804
9.2,9.787,0.064,0.66,5.2,0.00653928680903239
9.21,9.823,0.065,0.67,5.2,0.00661712307848926
9.22,9.815,0.066,0.68,5.2,0.00672440142638818
9.23,9.787,0.067,0.69,5.2,0.00684581587820578
9.24,9.759,0.068,0.7,5.2,0.00696792704170509
9.25,9.673,0.068,0.7,5.2,0.0070298769771529
9.26,9.641,0.069,0.71,5.2,0.00715693392801577
9.27,9.654,0.07,0.72,5.2,0.00725088046405635
9.28,9.666,0.071,0.72,5.2,0.00734533416097662
9.29,9.705,0.071,0.72,5.2,0.00731581658938691
9.3,9.801,0.072,0.72,5.2,0.00734618916437098
9.31,9.922,0.072,0.72,5.2,0.00725660149163475
9.32,10.057,0.073,0.72,5.2,0.00725862583275331
9.33,10.149,0.074,0.71,5.2,0.0072913587545571
9.34,10.323,0.075,0.71,5.2,0.00726532984597501
9.35,10.426,0.076,0.71,5.1,0.00728946863610205
9.36,10.611,0.076,0.71,5.2,0.00716237866365093
9.37,10.731,0.078,0.7,5.2,0.00726866088901314
9.38,10.969,0.079,0.7,5.2,0.0072021150515088
9.39,11.111,0.08,0.7,5.2,0.00720007200072001
9.4,11.402,0.081,0.7,5.2,0.00710401683915103
9.41,11.626,0.082,0.71,5.2,0.0070531567177017
9.42,11.743,0.084,0.71,5.2,0.00715319764966363
9.43,11.967,0.085,0.71,5.1,0.00710286621542575
9.44,12.048,0.086,0.72,5.2,0.00713811420982736
9.45,12.183,0.087,0.72,5.2,0.00714109825166215
9.46,12.194,0.088,0.72,5.2,0.00721666393308184
9.47,12.144,0.088,0.73,5.2,0.0072463768115942
9.48,12.148,0.089,0.73,5.2,0.00732630885742509
9.49,12.151,0.089,0.73,5.2,0.00732450004114888
9.5,12.173,0.089,0.73,5.2,0.00731126263041157
9.51,12.197,0.09,0.73,5.2,0.00737886365499713
9.52,12.197,0.09,0.73,5.2,0.00737886365499713
9.53,12.222,0.091,0.73,5.2,0.00744558991981672
9.54,12.29,0.091,0.73,5.2,0.00740439381611066
9.55,12.407,0.092,0.73,5.2,0.0074151688562908
9.56,12.602,0.092,0.73,5.2,0.00730042850341216
9.57,12.751,0.093,0.73,5.2,0.00729354560426633
9.58,12.79,0.094,0.73,5.2,0.0073494917904613
9.59,12.851,0.096,0.74,5.2,0.00747023577931678
9.6,12.911,0.099,0.75,5.2,0.0076678801022384
9.61,13.021,0.103,0.76,5.2,0.00791029874817602
9.62,13.124,0.107,0.78,5.2,0.00815300213349589
9.63,13.394,0.112,0.79,5.2,0.00836195311333433
9.64,13.592,0.117,0.8,5.2,0.00860800470865215
9.65,14.125,0.121,0.8,5.2,0.00856637168141593
9.66,14.491,0.124,0.8,5.2,0.00855703540128356
9.67,15.449,0.127,0.79,5.2,0.00822059680238203
9.68,15.974,0.13,0.78,5.2,0.00813822461499937
9.69,16.894,0.132,0.77,5.2,0.00781342488457441
9.7,17.419,0.135,0.77,5.2,0.00775015787358631
